Index;Text;Verb_Syllables;Structural_priming;NP_Givenness;NP_Length;NP_Concreteness;NP_starting_tone;Response;Filename;TimePeriod;TimePeriod2;Genre;Formality;Mode;Region
42;　　要办馆，先得[[[亮出实物来]]]。老邹连连应答说：“有，有。”跑进房间，一阵翻箱倒箧之后，拿出...;1;No;New;2;Concrete;2;Split;2020s\2020\报刊\人民日报\rmrb_2020_08.txt;2020s;6;News_report;Higher;Written;Mainland
43;...！”王虎林介绍，右玉农村每家每户的墙都不挨着，“中间要给风沙[[[留出通道来]]]”。;1;No;New;2;Concrete;1;Split;2020s\2020\报刊\人民日报\rmrb_2020_08.txt;2020s;6;News_report;Higher;Written;Mainland
44;...绍玉体谅她的难处，想再派一个人帮忙，可公司正在困难时期，很难[[[派出人来]]]。;1;No;Given;1;Non-concrete;2;Split;2020s\2020\报刊\人民日报\rmrb_2020_08.txt;2020s;6;News_report;Higher;Written;Mainland
45;...修，唯一一条通往村里的小路泥泞不堪，她一脚踏进泥里，好不容易[[[拔出脚来]]]，凉鞋鞋带却扯断了。她笑说，“这里的土地会黏人，这一黏就是6年...;1;No;Given;1;Concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_08.txt;2020s;6;News_report;Higher;Written;Mainland
47;...郑卫平领到第一份工资。晚上回家，她将这钱放在桌上，丈夫马小田[[[惊出汗来]]]——不是梦吧？一个月拿到这么多的钱？;1;No;New;1;Concrete;4;Split;2020s\2020\报刊\人民日报\rmrb_2020_08.txt;2020s;6;News_report;Higher;Written;Mainland
49;...逢年过节亲戚朋友都请她帮忙做面点时，兴奋地抬高了音调，眼眸里[[[放出光来]]]，与白天羞涩的她判若两人。;1;No;New;1;Concrete;1;Split;2020s\2020\报刊\人民日报\rmrb_2020_09.txt;2020s;6;News_report;Higher;Written;Mainland
54;...氧化问题很不好解决。正在这时，有人在尧治河九路寨探矿时无意中[[[打出水来]]]。这个消息一下子照亮了他们的心。九路寨也是喀斯特地貌，既然探矿...;1;No;New;1;Concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_10.txt;2020s;6;News_report;Higher;Written;Mainland
55;...个消息一下子照亮了他们的心。九路寨也是喀斯特地貌，既然探矿能[[[打出水来]]]，为什么不试一下打井取水呢？;1;No;New;1;Concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_10.txt;2020s;6;News_report;Higher;Written;Mainland
55;...施工队的帐篷里，每天都是在机械的轰鸣声中入睡。他常常做梦梦见[[[钻出水来]]]了，哗哗的流水声把他从梦中惊醒，待他醒来，耳边依旧只有机器的轰...;1;No;New;1;Concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_10.txt;2020s;6;News_report;Higher;Written;Mainland
56;...导给了他安慰，给了他力量，“老赵，县委县政府支持你，九路寨能[[[钻出水来]]]，赵家山也能行，再搞！”;1;No;New;1;Concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_10.txt;2020s;6;News_report;Higher;Written;Mainland
59;...去。”岩头村过去穷，一说起来，村民小组组长李华明嘴里好像还能[[[咂出苦味来]]]。;1;No;New;2;Non-concrete;3;Split;2020s\2020\报刊\人民日报\rmrb_2020_11.txt;2020s;6;News_report;Higher;Written;Mainland
2;...塞外又没有好大夫，太医院里几位御医，大都是中原江湖卖药之流，[[[开出来药]]]方与病症是毫不相关的，服下去非但没有减轻，反倒添重起来。宫里妃...;1;No;Given;2;Concrete;4;Continuous;1920s\1921\文学\小说笔记\1921 陆士谔 清朝秘史.txt;1920s;1;Fiction;Lower;Written;Mainland
3;清世宗究竟不是天神地怪，怎么[[[行出来事]]]情，竟会这么神出鬼没？原来他手下蓄有一班来空去杳走壁飞岩的人，...;1;No;New;2;Non-concrete;4;Continuous;1920s\1921\文学\小说笔记\1921 陆士谔 清朝秘史.txt;1920s;1;Fiction;Lower;Written;Mainland
18;...些野树已经栽植的有方圆规矩了，阵伍也渐渐整齐了，而且虽然尚未[[[砌出来星]]]形八角等等的花台，料想不久总会来的。所以我又搬出。;1;No;New;9;Concrete;1;Continuous;1930s\1933\文学\1933 林语堂 说避暑之益.txt;1930s;1;Fiction;Lower;Written;Taiwan
21;碧一翻身从床上起来。她的眼睛是干的，从那里面继续[[[射出来火]]]光，她用严厉的声音责备她们：“你们哭有什么用处。;1;No;New;2;Concrete;3;Continuous;1930s\1934\文学\1934 巴金 电.txt;1930s;1;Fiction;Lower;Written;Mainland
22;大街上很明亮。商店里[[[射出来汽]]]灯的白光。酒馆内很热闹，从不很高的楼窗里送出来女人的娇笑和男人...;1;No;New;5;Concrete;4;Continuous;1930s\1934\文学\1934 巴金 电.txt;1930s;1;Fiction;Lower;Written;Mainland
27;...：“哎，您是贵客呀，怎和我们坐在一处？”祥子傻笑了一下，没有[[[听出来话]]]里的意味。这几天了，他自己没开口说过闲话，所以他的脑子也似乎不...;1;No;New;5;Non-concrete;4;Continuous;1930s\1936\文学\1936 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
28;...婆给买的，可是慢慢的攒钱，自己还能再买车。直到这个时候，他才[[[觉出来虎]]]妞也有点好处，他居然向她笑了笑，一个天真的，发自内心的笑，仿佛...;1;No;New;7;Non-concrete;3;Continuous;1930s\1936\文学\1936 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
29;...，我们便得到很不小的好处，因为拿我们自己的拟作与原文一比，就[[[看出来人]]]家的是何等简洁有力，或委宛多姿。而且还可以看出来，人家之所以能...;1;No;New;15;Non-concrete;2;Continuous;1930s\1937\文学\1937 老舍 老牛破车.txt;1930s;1;Fiction;Lower;Written;Mainland
31;...身好像没有什么动作，两个人的四只脚，却极生动地踢着，绊着，还[[[耍出来掼]]]交的着数。那些小孩子们真是为那惊险的过节所抓住了，愕然地睁大了...;1;No;New;5;Non-concrete;4;Continuous;1930s\1937\文学\1937 靳以 一人班.txt;1930s;1;Fiction;Lower;Written;Mainland
32;...是爹……”她在觉民对面一把椅子上坐下，两眼水汪汪地望着觉民，[[[射出来恳]]]求的眼光，似乎在要求他的宽耍“三爸的思想、行为跟你又有什么关系...;1;No;New;5;Non-concrete;3;Continuous;1930s\1938\文学\1938 巴金 春.txt;1930s;1;Fiction;Lower;Written;Mainland
33;...：“哎，您是贵客呀，怎和我们坐在一处？”祥子傻笑了一下，没有[[[听出来话]]]里的意味。这几天了，他自己没开口说过闲话，所以他的脑子也似乎不...;1;No;New;5;Non-concrete;4;Continuous;1930s\1939\文学\1939 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
34;...婆给买的，可是慢慢的攒钱，自己还能再买车。直到这个时候，他才[[[觉出来虎]]]妞也有点好处，他居然向她笑了笑，一个天真的，发自内心的笑，仿佛...;1;No;New;7;Non-concrete;3;Continuous;1930s\1939\文学\1939 老舍 骆驼祥子.txt;1930s;1;Fiction;Lower;Written;Mainland
36;...以不得妈妈的喜欢；两个硬的碰到一块儿，谁也不肯退让，就没法不[[[碰出来火]]]光。在全家中，她可以算作最明白的人，有时候她敢说几句他们最不爱...;1;No;New;2;Concrete;3;Continuous;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
38;...说的话句句是有价值的。因为相信冠先生的话，他对自己的前途也就[[[看出来光]]]明。只要他乐观，努力去活动，他一定会走一步好运的！;1;No;New;2;Non-concrete;1;Continuous;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;1940s;2;Fiction;Lower;Written;Mainland
40;尤主任在大家的神色上，[[[看出来情]]]势不对，可是他的心里自知无病，绝对不怕他们。他甚至于想到，大家...;1;No;New;4;Non-concrete;2;Continuous;1940s\1944\文学\1944 老舍 贫血集_不成问题的问题.txt;1940s;2;Fiction;Lower;Written;Mainland
41;小妞子还不大懂事，可是从妈妈的脸色与神气上[[[看出来事]]]情有点不大对。她没敢掰开揉碎的细问，而只用小眼目留着妈妈。等妈...;1;No;New;7;Non-concrete;4;Continuous;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
42;“我看也不必分得太清楚了！”晓荷随着别人[[[想出来主]]]意。“事情总是笼统一点好！还有什么呢？”;1;No;New;2;Non-concrete;3;Continuous;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
43;日本军人都立起来，都[[[掏出来枪]]]，枪口对着楼上楼下的每一角落。;1;No;New;1;Concrete;1;Continuous;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
59;...会总结宣传土地法大纲的经验与办法。江家庄教员冯火成说：“报上[[[登出来土]]]地法大纲，我首先向贫雇读了好几遍，可是没敢向中农读。我怕给中农...;1;No;New;5;Concrete;3;Continuous;1940s\1948\报刊\人民日报\rmrb_1948_02.txt;1940s;2;News_report;Higher;Written;Mainland
61;...因是光说嘴，不实做，群众不相信。于是一户户检查斗争对象。当时[[[提出来错]]]斗了十二户中农。去年秋后挤封建时，把人家股金全部没收了，现在还...;1;No;New;8;Non-concrete;4;Continuous;1940s\1948\报刊\人民日报\rmrb_1948_05.txt;1940s;2;News_report;Higher;Written;Mainland
62;...离了群众，会使工作受到危害！同时诱导学员深入反省自己，大家检[[[讨出来村]]]里的事不好办，有这么几个原因：第一、干部办事不公，象出夫问题，...;2;No;New;7;Non-concrete;1;Continuous;1940s\1948\报刊\人民日报\rmrb_1948_09.txt;1940s;2;News_report;Higher;Written;Mainland
66;...校，它占了全村最好的一栋房子，是从前的龙王庙。这小学校里常常[[[传出来嘹]]]亮的整齐的歌声，传出来欢笑，只有天黑了才会停止活跃。学校门外有...;1;No;New;8;Concrete;2;Continuous;1940s\1948\文学\1948 丁玲 太阳照在桑干河上.txt;1940s;2;Fiction;Lower;Written;Mainland
68;黑妮回到了家，隔着花枝看见从她伯父房里窗子上[[[飘出来袅]]]袅的烟丝，猛然想起叫她打听的那些事她却一句也没有问。她不说自己...;1;No;New;5;Concrete;3;Continuous;1940s\1948\文学\1948 丁玲 太阳照在桑干河上.txt;1940s;2;Fiction;Lower;Written;Mainland
74;...热心的去研究过去”，是为的“去照彻人生经过的道路”，“可以认[[[识出来人]]]生前进的大路”。“一切过去，都是供我们利用的材料。我们的将来，...;2;No;New;7;Non-concrete;2;Continuous;1940s\1949\报刊\人民日报\rmrb_1949_04.txt;1940s;2;News_report;Higher;Written;Mainland
80;他所以去找她的，是因为只有在她的眼里他才能[[[看出来人]]]的关怀和慈爱。其余的人就仿佛都商量好了似的不睬他。诚然，裴娜对...;1;No;New;7;Non-concrete;2;Continuous;1940s\1949\报刊\人民日报\rmrb_1949_09.txt;1940s;2;News_report;Higher;Written;Mainland
82;...和托波里夫认为这工作至少在三年内不能完成，但是巴特曼诺夫一再[[[指出来工]]]作是可以完成的。他研究他的全体工作人员，并且把每个人安置在他最...;1;No;New;8;Non-concrete;1;Continuous;1940s\1949\报刊\人民日报\rmrb_1949_12.txt;1940s;2;News_report;Higher;Written;Mainland
85;...吧！”并让我坐下谈话。这时，杜斌宁同志就把他拿来的纸包打开，[[[拿出来歌]]]本、他签好名的大像片和十几本印好的介绍最优秀的斯达哈诺夫工作者...;1;No;New;2;Concrete;1;Continuous;1950s\1950\报刊\人民日报\rmrb_1950_06.txt;1950s;2;News_report;Higher;Written;Mainland
88;...团骗走了，怎么找也找不到。大家正在焦急，长工出现了，他从怀中[[[掏出来字]]]据，他说：“和我结婚吧。”原来他正是乙家的长子，儿时死去母亲，...;1;No;New;2;Concrete;4;Continuous;1950s\1950\报刊\人民日报\rmrb_1950_08.txt;1950s;2;News_report;Higher;Written;Mainland
90;王有根从怀里[[[掏出来牺]]]牲了的同志留下的入党志愿书，连机枪零件一块交给了指导员；并且在...;1;No;New;14;Concrete;1;Continuous;1950s\1950\报刊\人民日报\rmrb_1950_09.txt;1950s;2;News_report;Higher;Written;Mainland
117;今天在区上开会，正要[[[掏出来报]]]告工作，才发觉丢了，也不知丢在哪里，也不知什么时候丢的。;1;No;New;4;Concrete;4;Continuous;1950s\1952\文学\大陆作家\1952 马烽_西戎 吕梁英雄传.txt;1950s;2;Fiction;Lower;Written;Mainland
126;...照农民自愿，一步一步改变成为土地集体所有制。只有这样，才能生[[[产出来国]]]家和农民自己足够用的粮食、棉花和别的农产品。只有这样，才能大家...;2;No;New;13;Concrete;2;Continuous;1950s\1953\报刊\人民日报\rmrb_1953_11.txt;1950s;2;News_report;Higher;Written;Mainland
130;美国垄断资本利用资本[[[输出来窒]]]息西欧各国的民族工业，来掠夺这些国家股份公司的股权，来发展它自...;1;No;New;11;Non-concrete;4;Continuous;1950s\1954\报刊\人民日报\rmrb_1954_02.txt;1950s;2;News_report;Higher;Written;Mainland
131;...花朵。一只用彩绸装饰起来的画舫，在水上到处飘游，画舫里不时地[[[传出来手]]]风琴和小提琴的优美的曲调，和孩子们的歌声揉和在一起，荡漾在水面...;1;No;New;13;Non-concrete;3;Continuous;1950s\1954\报刊\人民日报\rmrb_1954_06.txt;1950s;2;News_report;Higher;Written;Mainland
136;　　雾气罩住的森林里，有时[[[传出来歌]]]声。;1;No;New;2;Concrete;1;Continuous;1950s\1954\文学\大陆作家\1954 杜鹏程 保卫延安.txt;1950s;2;Fiction;Lower;Written;Mainland
137;这点快意不大一会儿就过去了。他[[[掏出来手]]]枪。这个战场与众不同，他没看见过。炮声连成一片，敌我双方正在炮...;1;No;New;2;Concrete;3;Continuous;1950s\1954\文学\大陆作家\1954 老舍 无名高地有了名.txt;1950s;2;Fiction;Lower;Written;Mainland
140;...划多用了一千二百五十吨料；第五、少数工人操作不细心，扒炉渣时[[[带出来钢]]]水，估计损失了一千三百九十九吨。;1;No;New;2;Concrete;1;Continuous;1950s\1955\报刊\人民日报\rmrb_1955_01.txt;1950s;2;News_report;Higher;Written;Mainland
141;席勒在这些剧本里也[[[说出来人]]]民力量的伟大。百年战争时英国侵略者深入法国内地，法国的统治者和...;1;No;New;7;Non-concrete;2;Continuous;1950s\1955\报刊\人民日报\rmrb_1955_05.txt;1950s;2;News_report;Higher;Written;Mainland
143;...罪恶行动了吗？没有；他交代了真实的罪恶事实了吗？没有；他真的[[[说出来衷]]]心的、诚恳的、向人民低头认罪的话来了吗？更没有。相反地，舒芜交...;1;No;New;18;Non-concrete;1;Continuous;1950s\1955\报刊\人民日报\rmrb_1955_05.txt;1950s;2;News_report;Higher;Written;Mainland
146;　　卡尔文先生静静地听着。他[[[看出来科]]]尔法克斯的计划是什么；作为一个建议，他倒也得喜欢。这是个好主意...;1;No;New;11;Non-concrete;1;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
147;　　尤金就任广告部经理后不久就[[[看出来情]]]况到底是怎么回事。当他召集他的人员开会的时候，他们都诉说，他们...;1;No;New;9;Non-concrete;2;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
148;...生的事情，我真是干了一件傻事。我瞧出来我犯了多大的错误。我也[[[瞧出来错]]]误在哪儿，可是我当时并没有恶意，尤金。我并没有。我想拖住你、帮...;1;No;New;5;Non-concrete;4;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
149;　　卡尔文先生静静地听着。他[[[看出来科]]]尔法克斯的计划是什么；作为一个建议，他倒也得喜欢。这是个好主意...;1;No;New;11;Non-concrete;1;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
150;　　尤金就任广告部经理后不久就[[[看出来情]]]况到底是怎么回事。当他召集他的人员开会的时候，他们都诉说，他们...;1;No;New;9;Non-concrete;2;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
151;...生的事情，我真是干了一件傻事。我瞧出来我犯了多大的错误。我也[[[瞧出来错]]]误在哪儿，可是我当时并没有恶意，尤金。我并没有。我想拖住你、帮...;1;No;Given;5;Non-concrete;4;Continuous;1950s\1955\翻译作品\文学\1955 主万_西海 天才.txt;1950s;2;Fiction_tanslation;Lower;Written;Mainland
152;...虽然也有着我们年轻人的一份力量，但主要的，是老的一代给我们创[[[造出来光]]]辉美好的前途。尤其对于我们年轻的知识分子来说，解放几年以来，我...;2;No;New;7;Non-concrete;1;Continuous;1950s\1956\报刊\人民日报\rmrb_1956_02.txt;1950s;2;News_report;Higher;Written;Mainland
159;...的风呵，扑着人们的脸，也扑着人们的胸膛，每个人都要齐声歌唱，[[[唱出来心]]]底的欢快，唱出来工人们热情劳动的篇章，唱出来今天已经实现了六万...;1;No;New;5;Non-concrete;1;Continuous;1950s\1956\报刊\人民日报\rmrb_1956_11.txt;1950s;2;News_report;Higher;Written;Mainland
160;...脸，也扑着人们的胸膛，每个人都要齐声歌唱，唱出来心底的欢快，[[[唱出来工]]]人们热情劳动的篇章，唱出来今天已经实现了六万万人的愿望，唱出来...;1;No;New;10;Non-concrete;1;Continuous;1950s\1956\报刊\人民日报\rmrb_1956_11.txt;1950s;2;News_report;Higher;Written;Mainland
161;同志们，你们看，我们能够怎样做呢？我们[[[看出来事]]]情不是按应有的方式进行的。当我们在克里米亚的时候，格罗“恰巧”...;1;No;New;13;Non-concrete;4;Continuous;1950s\1956\报刊\人民日报\rmrb_1956_12.txt;1950s;2;News_report;Higher;Written;Mainland
162;...响必徐徐后闻，与雷电（他说的电指闪电）一理也。”这种解释已经[[[指出来光]]]的速度大于声的速度，所以先见闪光，后闻雷声。有人问：为什么有时...;1;No;New;10;Non-concrete;1;Continuous;1950s\1956\报刊\人民日报\rmrb_1956_12.txt;1950s;2;News_report;Higher;Written;Mainland
164;...和“北平郊外之乡村家庭”。由于当时缺乏阶级分析的知识，未能反[[[映出来事]]]物的本质，也认识不清贫困的根源，也就当然得不出正确的结论。这些...;2;No;New;5;Non-concrete;4;Continuous;1950s\1957\报刊\人民日报\rmrb_1957_02.txt;1950s;2;News_report;Higher;Written;Mainland
172;孩子只[[[扒出来脑]]]袋，;1;No;New;2;Concrete;3;Continuous;1950s\1957\报刊\人民日报\rmrb_1957_10.txt;1950s;2;News_report;Higher;Written;Mainland
177;盒中[[[露出来血]]]点儿似的两粒红豆，镶在一个银丝编成的指环上，没有耀眼的光芒，但...;1;No;New;9;Concrete;4;Continuous;1950s\1957\文学\大陆作家\1957 宗璞 红豆.txt;1950s;2;Fiction;Lower;Written;Mainland
184;...头一看，每一双眼睛都发着亮，每一张脸都挂着笑；好像我是替他们[[[说出来心]]]里的话。我也笑了，我的眼睛睁得更大了，我的声音也更高了。;1;No;New;4;Non-concrete;1;Continuous;1950s\1958\报刊\人民日报\rmrb_1958_06.txt;1950s;2;News_report;Higher;Written;Mainland
190;...大批机床，装备了自己。河北省天津专区经过三个多月的苦战，就制[[[造出来龙]]]门刨床、车床和铣床等各种机床四千一百多台。江苏省溧阳县南渡人民...;2;No;New;4;Concrete;2;Continuous;1950s\1958\报刊\人民日报\rmrb_1958_12.txt;1950s;2;News_report;Higher;Written;Mainland
202;生产部门生[[[产出来商]]]品，都要通过商业部门供应给生产单位或消费者。如果这些商品积压在...;2;No;New;2;Non-concrete;1;Continuous;1950s\1959\报刊\人民日报\rmrb_1959_07.txt;1950s;2;News_report;Higher;Written;Mainland
203;...什么“艺术”，而不过是反动统治阶级豢养了一批“文化”制造商贩[[[卖出来麻]]]醉、腐蚀和残害人们头脑的毒品。;2;No;New;14;Non-concrete;2;Continuous;1950s\1959\报刊\人民日报\rmrb_1959_07.txt;1950s;2;News_report;Higher;Written;Mainland
207;马学礼对待荣誉是怎么样的呢？他总是非常谦虚。厂里[[[传出来马]]]学礼攻破难关的喜讯，工人们对马学礼说：“马师傅，你真有两下子，...;1;No;New;10;Concrete;3;Continuous;1950s\1959\报刊\人民日报\rmrb_1959_11.txt;1950s;2;News_report;Higher;Written;Mainland
210;到这个时候，他才真正地[[[看出来区]]]桃到底有多美。;1;No;New;7;Non-concrete;1;Continuous;1950s\1959\文学\大陆作家\1959 欧阳山 三家巷.txt;1950s;2;Fiction;Lower;Written;Mainland
214;...工厂、高等学校技术力量的协助，边干、边学、边建，在一年间，试[[[制出来电]]]子计算机和多种电子仪器，多快好省地培养了一批科学研究工作干部，...;2;No;New;12;Concrete;4;Continuous;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
216;...豆腐脑自动生产线，只要打开电门，把黄豆放进料口里，另一头就直[[[接出来豆]]]浆。在技术革新以前，该饭店有六个人专门跑菜，每人每天上下楼得跑...;1;No;New;2;Concrete;4;Continuous;1960s\1960\报刊\人民日报\rmrb_1960_04.txt;1960s;3;News_report;Higher;Written;Mainland
217;...以体现到党的“人民公社必须大办工业”的指示的完全正确，也可以[[[看出来社]]]办工业乃是促进农业发展，实现农业现代化的必经之路。;1;No;New;24;Non-concrete;4;Continuous;1960s\1960\报刊\人民日报\rmrb_1960_04.txt;1960s;3;News_report;Higher;Written;Mainland
221;...，还奖给点毛巾等小物品。资金来源是由卫生员每日清扫时在房间里[[[拣出来牙]]]膏皮、鞋底等出卖所得收入。房间竞赛树立了职工们的集体荣誉感，每...;1;No;New;3;Concrete;2;Continuous;1960s\1960\报刊\人民日报\rmrb_1960_10.txt;1960s;3;News_report;Higher;Written;Mainland
222;宝？为什么还用树皮野菜做窝窝？一个个心中正盘算，新人队里[[[走出来姑]]]娘张玉;1;No;New;4;Concrete;1;Continuous;1960s\1960\报刊\人民日报\rmrb_1960_11.txt;1960s;3;News_report;Higher;Written;Mainland
227;帐房里[[[冒出来水]]]汽和炊烟，;1;No;New;5;Concrete;3;Continuous;1960s\1961\报刊\人民日报\rmrb_1961_07.txt;1960s;3;News_report;Higher;Written;Mainland
230;...这些情况后，就和施碎斌一道从安排农船运输任务入手，把那两条船[[[腾出来罱]]]塘泥。为了不使罱塘泥影响临时性的运输，施庆斌同志又想办法到公社...;1;No;New;3;Concrete;3;Continuous;1960s\1962\报刊\人民日报\rmrb_1962_03.txt;1960s;3;News_report;Higher;Written;Mainland
236;往四处一打量，凭着少年时候的印象，我[[[认出来眼]]]下的地方正是我们四十里铺村前的平川。这可使我有点发懵［měng...;1;No;New;18;Concrete;3;Continuous;1960s\1962\报刊\人民日报\rmrb_1962_08.txt;1960s;3;News_report;Higher;Written;Mainland
237;...出来了，有人顺手搬来个凳子，小郭道了谢，接过来架好车把。有人[[[捎出来菜]]]刀，小郭笑着接过来：“你怎么知道今天卖大冬瓜呀。”;1;No;New;2;Concrete;4;Continuous;1960s\1962\报刊\人民日报\rmrb_1962_10.txt;1960s;3;News_report;Higher;Written;Mainland
242;两天来已进入商洛地区，离河南边界日近，才[[[看出来官]]]军井没有受到曹操的牵制。;1;No;New;12;Non-concrete;1;Continuous;1960s\1963\文学\大陆作家\1963 姚雪垠 李自成1.txt;1960s;3;Fiction;Lower;Written;Mainland
243;...俗话说的，已经“杀起了性子”，对这种沉寂的局面反而感到不耐，[[[看出来官]]]兵的劲头儿已经衰了，马世耀望着宗敏的脸孔，小声咕哝说：“冲出去...;1;No;New;10;Non-concrete;1;Continuous;1960s\1963\文学\大陆作家\1963 姚雪垠 李自成1.txt;1960s;3;Fiction;Lower;Written;Mainland
244;...于那几个票子的事，他对田见秀替苦主们诉说了许多艰难的话，然后[[[说出来粮]]]食和银子数目，请见秀看他和寨主的面子，不要嫌少。;1;No;New;8;Concrete;2;Continuous;1960s\1963\文学\大陆作家\1963 姚雪垠 李自成1.txt;1960s;3;Fiction;Lower;Written;Mainland
246;...达到了这个理念，据说哲学家就知道了善就是实在，因而就 能够推[[[论出来理]]]念世界就是实在的世界。;2;No;New;11;Non-concrete;3;Continuous;1960s\1963\翻译作品\应用文\1963 何兆武_李约瑟 西方哲学史.txt;1960s;3;Essay_tanslation;Higher;Written;Mainland
248;东京的付中美军基地的一个通讯队员从一月底到三月初共[[[运出来福]]]枪十一枝、手枪两枝、子弹七百多发，卖给横滨、东京和大阪等地的暴...;1;No;New;15;Concrete;2;Continuous;1960s\1964\报刊\人民日报\rmrb_1964_04.txt;1960s;3;News_report;Higher;Written;Mainland
259;我厂在短期内生[[[产出来汽]]]车，并逐年有所发展，是实行专业化和协作的结果。上海地区工业门类...;2;No;New;2;Concrete;4;Continuous;1960s\1965\报刊\人民日报\rmrb_1965_04.txt;1960s;3;News_report;Higher;Written;Mainland
261;...人才“取仁于天而仁”。又如“礼”，也是“继天地，体阴阳”而制[[[定出来表]]]现贵贱尊卑的等级秩序的。总之，他认为所有“忠信慈惠之心，礼义廉...;2;No;New;12;Non-concrete;3;Continuous;1960s\1965\报刊\人民日报\rmrb_1965_06.txt;1960s;3;News_report;Higher;Written;Mainland
263;...“我只买一盒橡皮膏，怕给您添麻烦。”戴全仁立即解开车，从底下[[[翻出来橡]]]皮膏卖给他。;1;No;Given;3;Concrete;4;Continuous;1960s\1965\报刊\人民日报\rmrb_1965_11.txt;1960s;3;News_report;Higher;Written;Mainland
67;但是，只要稍加分析，就在这些“左”得可爱的革命词句下面，[[[露出来主]]]观唯心主义的极右实质。马克思主义认为，美是客观的，现实生活中有...;1;No;New;11;Non-concrete;3;Continuous;1970s\1976\报刊\人民日报\rmrb_1976_11.txt;1970s;3;News_report;Higher;Written;Mainland
70;...径自走上了台阶，进了门，他想上楼直接到娘的卧房去，可是客厅里[[[传出来娘]]]的声音：“你们去吧，我啥地方也不去，我留下来看家。”;1;No;New;4;Concrete;1;Continuous;1970s\1976\文学\大陆作家\1976 周而复 上海的早晨.txt;1970s;3;Fiction;Lower;Written;Mainland
71;　　唐仲笙一向知道冯永祥和政府首长最接近的，从冯永祥嘴里[[[说出来话]]]十之八九没有错。;1;No;New;1;Non-concrete;4;Continuous;1970s\1976\文学\大陆作家\1976 周而复 上海的早晨.txt;1970s;3;Fiction;Lower;Written;Mainland
73;我听他话里有话，便问他信老同意吗？他信口[[[漏出来信]]]老也有这个意思，只是不好开口，怕德公不肯。;1;No;New;1;Concrete;4;Continuous;1970s\1976\文学\大陆作家\1976 周而复 上海的早晨.txt;1970s;3;Fiction;Lower;Written;Mainland
75;...，甚至也不呻吟，可是人们见他呼吸短促，又见他蜡黄的脸上不断地[[[冒出来豆]]]大的汗珠，便知道他在忍受着多大的痛苦。;1;No;New;5;Concrete;4;Continuous;1970s\1976\文学\大陆作家\1976 姚雪垠 李自成2.txt;1970s;3;Fiction;Lower;Written;Mainland
76;李侔[[[看出来汤]]]府可能有重要事情，把来的老家人叫到二门外，悄悄询问。;1;No;New;9;Non-concrete;1;Continuous;1970s\1976\文学\大陆作家\1976 姚雪垠 李自成2.txt;1970s;3;Fiction;Lower;Written;Mainland
77;李信没有听见他们说什么话，但是他从李侔进来时的脸上神色[[[看出来事]]]情大概很重要。;1;No;New;7;Non-concrete;4;Continuous;1970s\1976\文学\大陆作家\1976 姚雪垠 李自成2.txt;1970s;3;Fiction;Lower;Written;Mainland
78;没等到阁臣回话，他又接着说：“朕早已[[[看出来熊]]]文灿没有作为，剿抚无方，敷衍时日，致使张献忠盘踞谷城，势如养虎...;1;No;New;7;Non-concrete;2;Continuous;1970s\1976\文学\大陆作家\1976 姚雪垠 李自成2.txt;1970s;3;Fiction;Lower;Written;Mainland
79;肩上披的茄花紫山丝绸斗篷被风吹开前胸，[[[露出来茶]]]褐色厚绒的貉子皮，也不时露出来挂在左边腰间的宝剑，剑柄的装饰闪...;1;No;New;9;Concrete;2;Continuous;1970s\1976\文学\大陆作家\1976 姚雪垠 李自成2.txt;1970s;3;Fiction;Lower;Written;Mainland
